x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,etiqueta
-0.0,0.0,0.0,-0.05077032083124916,-0.17821626272912733,0.03629645188648425,-0.029201650513184428,-0.334365720387841,0.025213747416687655,0.06193002098780223,-0.4302692723378074,-0.0011160970161886883,0.16398229149208102,-0.46572913756235823,-0.03484181886882787,-0.04527134709289896,-0.44201155555148525,-0.04910100057074966,-0.04378955495865428,-0.671807916772749,-0.10005581779631006,-0.050554415400344395,-0.8073934845960705,-0.1221573392781779,-0.0634752265227089,-0.9125955666226604,-0.13252616893346386,0.037111215443319384,-0.4327846411651783,-0.09164930876877604,0.16184678569204133,-0.6836554627036592,-0.15412882804051345,0.23887691324540306,-0.8305831213825171,-0.18151726540924795,0.29011524966860325,-0.9375004080118522,-0.19216172066083959,0.12899705660920255,-0.38454159571079843,-0.1236464296862818,0.29874132428855454,-0.4550289861181129,-0.16120915692099747,0.2852345345375416,-0.3872074280451642,-0.14657367037586538,0.23363816376109064,-0.34188651442768664,-0.12260884004499131,0.22508163220987648,-0.3136854550556846,-0.1530543060466121,0.3542962258882484,-0.35628082719797843,-0.15840140513136017,0.3345474937101836,-0.2958156645851342,-0.12504837076680694,0.2859576148787478,-0.2575751790693865,-0.09149396688386165,V
-0.0,0.0,0.0,0.1918915336750325,-0.12745420322741274,-0.07230320715115465,0.288444307749505,-0.3378598215277776,-0.08084536524302792,0.22771658030033304,-0.538576914676555,-0.09881737335757158,0.09862443378407963,-0.6144584659917662,-0.10919797007942099,0.25656843459786555,-0.46387690306101315,0.07130913496112251,0.34385741542128595,-0.6578980189950758,0.0444450147901861,0.39543307890451473,-0.7757939977106777,0.017154167552908852,0.417054351937155,-0.8841750683444098,-0.003982269601436594,0.125463755549839,-0.5032881284654969,0.07434941629877628,0.11865138111492317,-0.7511431344175301,0.047345546683965435,0.11495297112212649,-0.89158815081355,0.02810085179038252,0.09965910920332277,-0.9948627514207208,0.017781107625601377,0.00024484072451091423,-0.49302268669079985,0.05507927676706672,-0.013774323564182282,-0.6848370237618353,-0.02759920213333328,0.033253566510880045,-0.5708945351050334,-0.05056213633269506,0.05429260247826275,-0.4415170924268038,-0.03657484450403967,-0.13335286701267773,-0.45767045671676887,0.02756200330728859,-0.13236577441566427,-0.5995805522246684,-0.04117877430070383,-0.07273957926253914,-0.5445107134571373,-0.053103820716265245,-0.031360091420381944,-0.4474086288273045,-0.04553750261174444,V
-0.0,0.0,0.0,0.13672997933959405,-0.10329101765050855,-0.10409589822193369,0.21182592581440904,-0.26060339232691343,-0.14728359566057583,0.13579352302330655,-0.39054940651204656,-0.18895872504614064,0.018741927786962195,-0.4695525943778658,-0.2222642094306086,0.20706205331065042,-0.48376479132949735,-0.03625502354920566,0.2824810895378303,-0.6640506756537083,-0.10047968775155279,0.3231038413293961,-0.7787987068022874,-0.1497618555509121,0.3438240363032739,-0.8845405789161127,-0.18262900944275315,0.08078671098476035,-0.5017503293307226,-0.034821933533597756,0.07851938091795367,-0.729219199316219,-0.1009861087749354,0.06309251658352708,-0.8706603370965933,-0.1452861906570067,0.04653272293185874,-0.9845631039471147,-0.16873114722116353,-0.03584107495669659,-0.4623848796735164,-0.05053256129243893,-0.06102346202227053,-0.5808232263028531,-0.16266137853057194,-0.02711511342208674,-0.4503877769412182,-0.18249832785954964,-0.00024315419140749167,-0.34016234018120234,-0.16271944492862592,-0.1427076731525619,-0.39305510861521037,-0.07513785719908295,-0.15484669553243194,-0.49455406883930325,-0.16503630708601205,-0.10894896921964674,-0.4078033483621808,-0.1636952620595588,-0.07306706201598157,-0.3193197956096511,-0.14099566873516697,V
-0.0,0.0,0.0,-0.035008807281440096,-0.13901185733811938,-0.132965962044533,-0.17045466947779686,-0.25112518178140797,-0.14525181579684543,-0.35746177376776905,-0.25815691129269475,-0.13927973162393345,-0.5057993236959395,-0.2522721209451467,-0.12521363471755947,-0.23530609985357698,-0.4783088454387254,-0.00773277490705084,-0.353874463677386,-0.6429234308727408,-0.037592017861148595,-0.4412337594104048,-0.7405083931099276,-0.06827242861294437,-0.5185764276880521,-0.8159253850254311,-0.09096121148264105,-0.3288257547430477,-0.389790830113108,0.03171109833021392,-0.4968806067849155,-0.5443395475941437,-0.0032976513468359575,-0.6218839239342826,-0.6200518977440099,-0.04353269903383785,-0.7295142443130528,-0.6810175239974342,-0.06343578921050422,-0.3660825899058276,-0.27737460457093505,0.04969845453006474,-0.5085051780283631,-0.3091202330582101,-0.06154972877796591,-0.41738339129522595,-0.22965615532164418,-0.116237551779309,-0.3371772736674226,-0.18204211965764308,-0.11634004786673578,-0.37072560439975105,-0.1655153644853564,0.06102031536502316,-0.4727663231627624,-0.19265094672925817,-0.06022170259919563,-0.38749729079077744,-0.14124734202901854,-0.09837945983111293,-0.3038308205001593,-0.11043524896541759,-0.09650769588126017,V
-0.0,0.0,0.0,0.12356590465327819,-0.014808124594257186,-0.15992579867737652,0.1915723874708283,-0.10618078114731529,-0.23772301960071412,0.11996278555234595,-0.22525129841300634,-0.3001418656276801,0.040893388575908116,-0.33519439070333673,-0.35299290459216603,0.2831490476930497,-0.36693439232045855,-0.1441491327538405,0.3738160279990135,-0.5476891830566245,-0.2293670114337719,0.42716106365561224,-0.6592216695268814,-0.29332799150317096,0.46828484540180043,-0.7585861863371417,-0.33921653564760945,0.17991304726755494,-0.4227528510117731,-0.11728553395022362,0.23713403604252292,-0.6524226224932059,-0.1937562257758192,0.25283128083861844,-0.7942818148241634,-0.25260426915277867,0.26713093143713096,-0.9180292979004424,-0.29302435677934957,0.07023447183230659,-0.42440501256180796,-0.10633116070332979,0.10073972462692533,-0.5845335515797409,-0.21400422150050452,0.06131940655370883,-0.47090984289064786,-0.24928474974205117,0.03900469314693863,-0.3728890919141315,-0.2506982786899403,-0.03382566610597316,-0.39792375060242696,-0.10824872329276243,-0.02297985320369554,-0.5189332160584188,-0.2078632796544729,-0.039998088800170584,-0.4521807203594731,-0.23044435601544597,-0.045747735363074686,-0.37797725201310733,-0.22873646170458428,V
-0.0,0.0,0.0,0.1221243234782085,-0.1255183917851361,-0.07193577132651188,0.17070220974555692,-0.3087014735090834,-0.10194742129273936,0.07132866857247813,-0.4334107065638422,-0.13620107303078322,-0.058961071834815734,-0.5049328506437887,-0.1647565241793685,0.10918777609961701,-0.5114376682522329,0.0027579939292307924,0.15873753426093073,-0.7012676852498985,-0.06126932675111287,0.18837244914663426,-0.8186256780769368,-0.1061241948960337,0.2087149544539759,-0.9166765257322239,-0.12955643947853976,-0.006740574975799161,-0.5023788343147095,-0.010785671691219186,-0.07851143587860748,-0.7242777002996987,-0.07353822763549268,-0.11722364210816257,-0.867722400727134,-0.11148608234299967,-0.15617330745175523,-0.9801588766958955,-0.1220593071986721,-0.09606831276989623,-0.4390749922146044,-0.04061969162059272,-0.08579770429067164,-0.5475448057522267,-0.15075629785500444,-0.016191203361125468,-0.43376309903076016,-0.1690187996448379,0.0039490995326825,-0.34411360021003445,-0.1422075624856321,-0.16334795873524385,-0.3497025726614528,-0.0754539744179025,-0.1233804743372519,-0.46005089636416757,-0.1561484567573845,-0.059275851336592134,-0.3779271322579386,-0.14492870997449478,-0.04431060373952403,-0.30154986125760724,-0.11246397580215006,V
-0.0,0.0,0.0,0.12365227828890993,-0.12243046169691112,-0.07753816647948084,0.1848870554229213,-0.29239054007513954,-0.11233401880499032,0.099502842484703,-0.4126868948788769,-0.15065156883528075,-0.016016834491094884,-0.4929505456719438,-0.18317639253729798,0.1455452908885538,-0.519592176320707,-0.009481235491613837,0.21142435234300658,-0.697758610662878,-0.07797056289311802,0.24675595749655338,-0.8145719911253301,-0.12704926614092363,0.2694444170459386,-0.9142988774786928,-0.15338444360931427,0.029685247926944026,-0.5146305906314096,-0.022395881038217057,-0.025264573113261118,-0.7358330374779968,-0.0870204170921267,-0.056132675369662696,-0.8762424332462854,-0.12604739955666536,-0.09107969649585133,-0.9862350722097513,-0.13800315659306664,-0.06294624989727836,-0.45354453901238284,-0.05160189069261797,-0.04383354439128344,-0.5432332783918924,-0.16077584977414988,0.021250547911519365,-0.4297384662911064,-0.17873081792762646,0.0389289035472386,-0.34249192670132034,-0.15307037823662248,-0.13178236030299478,-0.3649022208891513,-0.086780627604547,-0.0901289651664166,-0.45915805847925184,-0.16287819395329547,-0.028345762695899227,-0.37827744004166325,-0.1494007803044692,-0.014283730505146135,-0.3048756648196299,-0.11674995907394971,V
-0.0,0.0,0.0,0.13497377598097654,-0.10321271352960039,-0.0798172706070181,0.19468083105801318,-0.2701414328476801,-0.11398878220692098,0.11727144964509018,-0.4066085396743631,-0.15027740697322403,0.00991050214880457,-0.4845310861049456,-0.17900066912394216,0.15031654470463554,-0.4908927861963348,-0.022897680149452874,0.2146925537076447,-0.6897978838021827,-0.08355576978161375,0.2501181142411315,-0.8085417564312651,-0.13095081211144263,0.26758650093103187,-0.9060960822261283,-0.16352007762067508,0.029098648312848828,-0.4978367438820144,-0.02886152553955709,-0.009852434516060762,-0.7336085510609287,-0.08764836292093268,-0.03739889371703316,-0.8771370685611558,-0.13152216555306387,-0.06515232317934354,-0.9855759568858573,-0.15618965392387874,-0.0742858962147045,-0.44939059284567007,-0.048545884771932536,-0.09424903883270619,-0.6311098234392334,-0.14211097627641792,-0.05389212192391893,-0.542733082607121,-0.16198999330167183,-0.030423310694307017,-0.4458832551190491,-0.1491059627611445,-0.17194563979972277,-0.3638887708474062,-0.07515286282324601,-0.16770529703888948,-0.48468051582249055,-0.15493293111197157,-0.11686967609236128,-0.43226942600209334,-0.1579979753227728,-0.08286435673674002,-0.3562401830826977,-0.14082798686513046,V
-0.0,0.0,0.0,0.1451382624936064,-0.07062969136962531,-0.1322877985416756,0.23106188321331708,-0.22349728993663065,-0.1577585462341525,0.1857809467881524,-0.4036441744873407,-0.168526803590128,0.1447805655800576,-0.5481173498061505,-0.16993698071846833,0.3831334841814428,-0.34792823134422857,-0.029942507136626387,0.5266085868314139,-0.5265745069910639,-0.07575184459267374,0.598841727618999,-0.6420883733250159,-0.10438281694137952,0.6649353710265241,-0.7376746540073568,-0.11703442738333455,0.26701540773190835,-0.3970857142566711,0.0017463793660037535,0.33746331638464616,-0.6286419319177202,-0.04763367397033359,0.3698010546881809,-0.7763007592010281,-0.07911770608640854,0.40292856854505427,-0.8938287653111825,-0.08349636457834479,0.15222976819398232,-0.3847345296272618,0.012331356217761796,0.14385220810330424,-0.48639755694627984,-0.10387674545319503,0.11511455949084735,-0.36436227983465275,-0.1378890447917685,0.10247298916783361,-0.2840540552157612,-0.11551942999914605,0.054232904447384614,-0.3471327993858527,0.015238040251558192,0.05728517131059615,-0.43892423328117375,-0.08449277567820368,0.041665362325297044,-0.3476377042404982,-0.0937868589857211,0.03473944788238926,-0.27346116409220894,-0.0698470747644639,V
-0.0,0.0,0.0,0.19208101239930814,-0.04503311186594396,-0.08164052101596532,0.33458333119110667,-0.19913094839560855,-0.10296449139691807,0.30973027033209827,-0.38656167136614095,-0.12751541685949513,0.2022578246359513,-0.4987249157729111,-0.1452356848296852,0.3918992095678244,-0.36585042038506654,0.01694279848827529,0.5438511989871042,-0.5132677479561483,-0.029742489391397876,0.63086033692618,-0.6112477681197337,-0.0655257360577989,0.6860029363636099,-0.7027225260005545,-0.08923124491697226,0.27307641535264465,-0.4363731172169611,0.020103210469690942,0.3504022938161949,-0.6504548967149356,-0.027652359055488903,0.3917646042693378,-0.7942409194230176,-0.058509770616873825,0.4118673794179666,-0.9084821578930781,-0.07089027127408314,0.1465100957850111,-0.45097305868123755,0.005399037068347051,0.17668695691533723,-0.594005212460504,-0.09445681568378848,0.16968122887444426,-0.45325844265485554,-0.1113410953657657,0.14807454663722863,-0.32894417496697204,-0.08650280718508321,0.014746611483661107,-0.4364138906897771,-0.01613723930774053,0.052999702459527384,-0.5496636644866211,-0.09988043610939777,0.06816215052771826,-0.46276376951304904,-0.10089574401752777,0.06158502830150262,-0.368771491860893,-0.07752060046057314,V
